rang,commune,region,population,part_65_plus_pct,nb_audioprothesistes_2022,score,desert_5000,prioritaire
21786,Esquelbecq,32 - Hauts-de-France,2110,18.5,0,36268.04485545795,False,False
21787,Langlade,76 - Occitanie,2204,25.6,1,36267.97263338876,False,False
21788,Surques,32 - Hauts-de-France,636,11.6,0,36267.86247986914,False,False
21789,Saint-Philbert-des-Champs,28 - Normandie,650,19.8,0,36267.81638779596,False,False
21790,Bouzancourt,44 - Grand Est,65,30.8,0,36267.804613699234,False,False
21791,Authume,27 - Bourgogne-Franche-Comté,820,23.8,0,36267.78389067192,False,False
21792,Éton,44 - Grand Est,209,17.7,0,36267.73622967759,False,False
21793,Pennesières,27 - Bourgogne-Franche-Comté,193,15.5,0,36267.6951856912,False,False
21794,Vallan,27 - Bourgogne-Franche-Comté,684,19.2,0,36267.6419135219,False,False
21795,Castéra-Lanusse,76 - Occitanie,45,29.5,0,36267.54421643051,False,False
21796,Beaufort,32 - Hauts-de-France,1013,17.8,0,36267.46354747588,False,False
21797,Bénouville,28 - Normandie,183,23.8,0,36267.4352342148,False,False
21798,Saint-Jean-en-Val,84 - Auvergne-Rhône-Alpes,353,20.7,0,36267.386585829954,False,False
21799,Rousses,76 - Occitanie,121,30.5,0,36267.33864245718,False,False
21800,Beauvoir,28 - Normandie,428,24.5,0,36267.27978574227,False,False
21801,Neuville-au-Plain,28 - Normandie,90,30.0,0,36267.26484602776,False,False
21802,Poulx,76 - Occitanie,4032,20.0,0,36267.201307028474,False,False
21803,Champdor-Corcelles,84 - Auvergne-Rhône-Alpes,643,21.0,0,36267.17154328528,False,False
21804,Spincourt,44 - Grand Est,837,19.0,0,36267.031051539016,False,False
21805,Bus,32 - Hauts-de-France,130,10.5,0,36266.9995064898,False,False
21806,Rouans,52 - Pays de la Loire,3015,15.3,0,36266.86540518434,False,False
21807,Alaincourt,27 - Bourgogne-Franche-Comté,108,30.8,0,36266.7740415479,False,False
21808,Saint-Pierre-de-Clairac,75 - Nouvelle-Aquitaine,854,21.2,0,36266.653633194175,False,False
21809,Huisseau-sur-Mauves,24 - Centre-Val de Loire,1679,24.8,0,36266.58770338127,False,False
21810,La Trinitat,84 - Auvergne-Rhône-Alpes,48,31.2,0,36266.5241279676,False,False
21811,Chambornay-lès-Bellevaux,27 - Bourgogne-Franche-Comté,189,21.1,0,36266.49571391008,False,False
21812,Raze,27 - Bourgogne-Franche-Comté,355,18.2,0,36266.38202329869,False,False
21813,Aspach,44 - Grand Est,1124,26.5,0,36266.27802421535,False,False
21814,Vaux-Saules,27 - Bourgogne-Franche-Comté,168,19.6,0,36266.07696471635,False,False
21815,Saint-Jacques-d'Aliermont,28 - Normandie,344,18.3,0,36266.0692653171,False,False
21816,Taupont,53 - Bretagne,2192,18.8,0,36266.05322014783,False,False
21817,Puyol-Cazalet,75 - Nouvelle-Aquitaine,107,29.9,0,36266.038273835744,False,False
21818,Quers,27 - Bourgogne-Franche-Comté,334,18.0,0,36265.97163219841,False,False
21819,Sonnay,84 - Auvergne-Rhône-Alpes,1243,20.0,0,36265.959505653926,False,False
21820,Jouy-Mauvoisin,11 - Île-de-France,556,23.8,0,36265.90160699413,False,False
21821,Gondreville,44 - Grand Est,2752,25.0,0,36265.898476017464,False,False
21822,Évillers,27 - Bourgogne-Franche-Comté,376,19.9,0,36265.86490316321,False,False
21823,Treilles-en-Gâtinais,24 - Centre-Val de Loire,292,19.9,0,36265.86477454645,False,False
21824,Saint-Edmond,27 - Bourgogne-Franche-Comté,420,17.1,0,36265.780138293914,False,False
21825,Vernines,84 - Auvergne-Rhône-Alpes,417,17.5,0,36265.6797897769,False,False
21826,Cauroir,32 - Hauts-de-France,573,19.0,0,36265.65346428671,False,False
21827,Goualade,75 - Nouvelle-Aquitaine,90,29.7,0,36265.60883339685,False,False
21828,Saint-Germain-le-Rocheux,27 - Bourgogne-Franche-Comté,81,30.5,0,36265.590387906224,False,False
21829,Sondersdorf,44 - Grand Est,326,21.1,0,36265.56018519392,False,False
21830,Dombasle-en-Argonne,44 - Grand Est,402,19.4,0,36265.50256018196,False,False
21831,Rouffiac,76 - Occitanie,613,22.2,0,36265.47146569961,False,False
21832,Chassy,27 - Bourgogne-Franche-Comté,308,21.0,0,36265.437485443894,False,False
21833,Bolozon,84 - Auvergne-Rhône-Alpes,91,30.3,0,36265.30716464308,False,False
21834,Foulain,44 - Grand Est,693,23.1,0,36265.23388342998,False,False
21835,Pontault-Combault,11 - Île-de-France,37867,13.4,4,36265.10183674008,False,False
21836,Saint-Bomer,24 - Centre-Val de Loire,193,12.0,0,36265.05006945805,False,False
21837,Cernon,27 - Bourgogne-Franche-Comté,244,16.5,0,36264.93857861868,False,False
21838,Availles-en-Châtellerault,75 - Nouvelle-Aquitaine,1749,19.3,0,36264.83185412144,False,False
21839,Verneil-le-Chétif,52 - Pays de la Loire,610,15.6,0,36264.821377167464,False,False
21840,Aigny,44 - Grand Est,275,19.9,0,36264.754395739656,False,False
21841,Ballore,27 - Bourgogne-Franche-Comté,94,30.4,0,36264.734969490404,False,False
21842,Caucourt,32 - Hauts-de-France,341,16.7,0,36264.599577950554,False,False
21843,Les Fins,27 - Bourgogne-Franche-Comté,3171,16.3,1,36264.4867892293,False,False
21844,Amigny-Rouy,32 - Hauts-de-France,737,18.9,0,36264.47840452294,False,False
21845,Saint-Laurent-des-Bois,24 - Centre-Val de Loire,299,16.7,0,36264.453302701506,False,False
21846,Saint-Genest-Malifaux,84 - Auvergne-Rhône-Alpes,2891,23.7,0,36264.42370562559,False,False
21847,Thèbe,76 - Occitanie,77,30.3,0,36264.30026758931,False,False
21848,Vielleségure,75 - Nouvelle-Aquitaine,377,24.0,0,36263.908538435215,False,False
21849,Pazayac,75 - Nouvelle-Aquitaine,891,15.7,0,36263.87233344691,False,False
21850,Chadron,84 - Auvergne-Rhône-Alpes,312,14.8,0,36263.815341353686,False,False
21851,Fontaine-Notre-Dame,32 - Hauts-de-France,1776,15.3,0,36263.70943503337,False,False
21852,Tremblois-lès-Rocroi,44 - Grand Est,155,20.5,0,36263.705709467795,False,False
21853,La Neuve-Grange,28 - Normandie,331,14.2,0,36263.61820256858,False,False
21854,Buysscheure,32 - Hauts-de-France,591,16.4,0,36263.404472459806,False,False
21855,Valdieu-Lutran,44 - Grand Est,424,23.2,0,36263.37829002308,False,False
21856,Plourin,53 - Bretagne,1241,15.1,0,36263.33060496229,False,False
21857,Deuillet,32 - Hauts-de-France,214,19.4,0,36263.25984903425,False,False
21858,Montmirey-le-Château,27 - Bourgogne-Franche-Comté,196,12.4,0,36263.19871485925,False,False
21859,Colombiers,75 - Nouvelle-Aquitaine,1469,19.0,2,36263.00851323606,False,False
21860,Boudeville,28 - Normandie,207,14.4,0,36262.939755998785,False,False
21861,Sainte-Croix-à-Lauze,93 - Provence-Alpes-Côte d'Azur,91,29.1,0,36262.89720233653,False,False
21862,Saint-Jean-la-Bussière,84 - Auvergne-Rhône-Alpes,1209,16.2,0,36262.6715608641,False,False
21863,Allex,84 - Auvergne-Rhône-Alpes,2508,18.7,0,36262.578746679355,False,False
21864,Eydoche,84 - Auvergne-Rhône-Alpes,536,13.6,0,36262.463590096435,False,False
21865,Soumont-Saint-Quentin,28 - Normandie,551,18.4,0,36262.437288195135,False,False
21866,Veyras,84 - Auvergne-Rhône-Alpes,1520,26.6,0,36262.43273430607,False,False
21867,Le Moulinet-sur-Solin,24 - Centre-Val de Loire,118,29.4,0,36262.41355232795,False,False
21868,Aulon,76 - Occitanie,89,29.6,0,36262.281850824125,False,False
21869,Oyré,75 - Nouvelle-Aquitaine,965,18.2,0,36262.15339113797,False,False
21870,Poivres,44 - Grand Est,159,18.2,0,36262.00438222586,False,False
21871,Allerey-sur-Saône,27 - Bourgogne-Franche-Comté,799,19.9,0,36261.98318111488,False,False
21872,La Celle-Saint-Cyr,27 - Bourgogne-Franche-Comté,810,18.4,0,36261.98098108054,False,False
21873,Amplier,32 - Hauts-de-France,301,18.7,0,36261.900094592624,False,False
21874,Mettray,24 - Centre-Val de Loire,2068,23.2,0,36261.76707969225,False,False
21875,Germigny-sous-Coulombs,11 - Île-de-France,210,16.2,0,36261.560672792875,False,False
21876,Béon,27 - Bourgogne-Franche-Comté,514,18.5,0,36261.40049872672,False,False
21877,Confort,84 - Auvergne-Rhône-Alpes,657,24.6,0,36261.2580107886,False,False
21878,Aulnay-sur-Iton,28 - Normandie,709,23.0,0,36261.21918452759,False,False
21879,Bâgé-Dommartin,84 - Auvergne-Rhône-Alpes,4078,16.2,0,36261.164451435514,False,False
21880,Fleurville,27 - Bourgogne-Franche-Comté,520,22.2,0,36261.13831418925,False,False
21881,Saint-Gildas,53 - Bretagne,260,20.7,0,36260.79034108512,False,False
21882,Franqueville,32 - Hauts-de-France,172,12.6,0,36260.786082530285,False,False
21883,Tigy,24 - Centre-Val de Loire,2325,18.5,0,36260.770951380524,False,False
21884,Gueberschwihr,44 - Grand Est,848,24.4,0,36260.67832191052,False,False
21885,Mont-Dauphin,93 - Provence-Alpes-Côte d'Azur,174,11.5,0,36260.58447014219,False,False
21886,Clairfayts,32 - Hauts-de-France,366,11.9,0,36260.48791892439,False,False
21887,Boëssé-le-Sec,52 - Pays de la Loire,604,15.2,0,36260.36295540506,False,False
21888,Sauvillers-Mongival,32 - Hauts-de-France,176,20.3,0,36260.33964486056,False,False
21889,Parigny-les-Vaux,27 - Bourgogne-Franche-Comté,967,19.7,0,36260.20762989217,False,False
21890,Neschers,84 - Auvergne-Rhône-Alpes,845,15.9,0,36260.05235783826,False,False
21891,Meucon,53 - Bretagne,2246,20.1,0,36259.91716579475,False,False
21892,Saint-Sixt,84 - Auvergne-Rhône-Alpes,1020,11.8,0,36259.89503191082,False,False
21893,Garein,75 - Nouvelle-Aquitaine,436,17.0,0,36259.87339168287,False,False
21894,Guignicourt-sur-Vence,44 - Grand Est,291,18.6,0,36259.84748992588,False,False
21895,Saint-Orens-de-Gameville,76 - Occitanie,12522,26.2,4,36259.832691990625,False,False
21896,Montceaux-l'Étoile,27 - Bourgogne-Franche-Comté,290,19.6,0,36259.640022874235,False,False
21897,Luquet,76 - Occitanie,398,18.5,0,36259.63882525951,False,False
21898,Roquevidal,76 - Occitanie,133,24.1,0,36259.533393260055,False,False
21899,Romans,84 - Auvergne-Rhône-Alpes,589,24.3,0,36259.52167192146,False,False
21900,Le Poiré-sur-Vie,52 - Pays de la Loire,8530,14.3,1,36259.467114596715,False,False
21901,Saint-Julien-sur-Dheune,27 - Bourgogne-Franche-Comté,244,23.6,0,36259.31317388909,False,False
21902,Lixy,27 - Bourgogne-Franche-Comté,461,16.7,0,36259.28823810739,False,False
21903,Mont-Notre-Dame,32 - Hauts-de-France,735,17.3,0,36259.161018412226,False,False
21904,Saint-Dizant-du-Bois,75 - Nouvelle-Aquitaine,111,29.7,0,36259.05002434226,False,False
21905,Arblade-le-Bas,76 - Occitanie,142,18.4,0,36259.04063558863,False,False
21906,Taintrux,44 - Grand Est,1535,19.9,0,36258.932882640096,False,False
21907,Troissereux,32 - Hauts-de-France,1268,20.9,0,36258.87471319836,False,False
21908,La Lande-de-Fronsac,75 - Nouvelle-Aquitaine,2476,19.9,0,36258.687424355114,False,False
21909,Oxelaëre,32 - Hauts-de-France,518,16.7,0,36258.63668499179,False,False
21910,Saint-Samson-sur-Rance,53 - Bretagne,1614,18.1,0,36258.62038639462,False,False
21911,Novillars,27 - Bourgogne-Franche-Comté,1497,14.7,0,36258.511464783944,False,False
21912,Gestel,53 - Bretagne,2666,19.5,0,36258.276374995556,False,False
21913,Corroy,44 - Grand Est,157,20.7,0,36258.269493455075,False,False
21914,Roquefort-les-Cascades,76 - Occitanie,92,29.7,0,36258.11023626549,False,False
21915,Molagnies,28 - Normandie,186,19.2,0,36258.00534712595,False,False
21916,Magny-Vernois,27 - Bourgogne-Franche-Comté,1389,21.0,0,36257.87506263221,False,False
21917,Foussignac,75 - Nouvelle-Aquitaine,635,22.1,0,36257.824708093605,False,False
21918,Humbécourt,44 - Grand Est,766,17.9,0,36257.75289373573,False,False
21919,Saint-Germain-sur-Bresle,32 - Hauts-de-France,205,18.9,0,36257.74465988032,False,False
21920,Guipel,53 - Bretagne,1696,15.6,0,36257.615989712904,False,False
21921,Saint-Jean-d'Assé,52 - Pays de la Loire,1773,12.8,0,36257.61069502021,False,False
21922,Montvalen,76 - Occitanie,235,20.2,0,36257.5791371501,False,False
21923,Sainte-Vertu,27 - Bourgogne-Franche-Comté,87,30.4,0,36257.504367561516,False,False
21924,Saint-Cirq,76 - Occitanie,553,19.0,0,36257.436147974906,False,False
21925,Guivry,32 - Hauts-de-France,241,16.7,0,36257.310051364424,False,False
21926,Saint-Laurent-du-Verdon,93 - Provence-Alpes-Côte d'Azur,99,28.9,0,36257.13794787701,False,False
21927,Marcheprime,75 - Nouvelle-Aquitaine,4860,13.5,0,36256.97077450452,False,False
21928,Le Ban-Saint-Martin,44 - Grand Est,4429,17.0,0,36256.92820670827,False,False
21929,Daon,52 - Pays de la Loire,503,17.5,0,36256.835324756314,False,False
21930,Autouillet,11 - Île-de-France,547,15.6,0,36256.72450678777,False,False
21931,Modène,93 - Provence-Alpes-Côte d'Azur,457,17.7,0,36256.68814245412,False,False
21932,Montreuil-sur-Lozon,28 - Normandie,332,14.4,0,36256.66305848231,False,False
21933,Saumos,75 - Nouvelle-Aquitaine,526,19.8,0,36256.501147523806,False,False
21934,Guermantes,11 - Île-de-France,1151,13.8,0,36256.46954512098,False,False
21935,Plouvien,53 - Bretagne,3785,13.8,0,36256.393289240594,False,False
21936,Jeuxey,44 - Grand Est,685,21.6,0,36256.281759815436,False,False
21937,Loulans-Verchamp,27 - Bourgogne-Franche-Comté,453,19.4,0,36256.23323063765,False,False
21938,Balan,84 - Auvergne-Rhône-Alpes,2513,21.8,0,36256.11823429327,False,False
21939,Saint-Mard-de-Vaux,27 - Bourgogne-Franche-Comté,273,26.7,0,36255.99616734845,False,False
21940,Les Mazures,44 - Grand Est,890,16.9,0,36255.95016131246,False,False
21941,Crosne,11 - Île-de-France,9285,14.2,0,36255.82226097176,True,False
21942,Angerville-Bailleul,28 - Normandie,188,19.5,0,36255.81308656622,False,False
21943,Pihem,32 - Hauts-de-France,948,19.3,0,36255.78253029346,False,False
21944,Aisey-et-Richecourt,27 - Bourgogne-Franche-Comté,104,30.3,0,36255.70840603315,False,False
21945,Grignoncourt,44 - Grand Est,43,30.4,0,36255.629279971705,False,False
21946,Sainte-Marie-Kerque,32 - Hauts-de-France,1653,12.7,0,36255.4271764143,False,False
21947,Auffreville-Brasseuil,11 - Île-de-France,649,21.0,0,36255.36954202807,False,False
21948,Creyssac,75 - Nouvelle-Aquitaine,97,30.0,0,36255.2431359442,False,False
21949,La Landec,53 - Bretagne,723,15.9,0,36255.22111325259,False,False
21950,Étréchy,11 - Île-de-France,6642,20.8,1,36255.16860936416,False,False
21951,Évosges,84 - Auvergne-Rhône-Alpes,144,21.8,0,36255.04283428791,False,False
21952,Villedieu-lès-Bailleul,28 - Normandie,214,19.5,0,36255.02457280419,False,False
21953,Sermoise-sur-Loire,27 - Bourgogne-Franche-Comté,1498,19.5,0,36255.01039355147,False,False
21954,Annebault,28 - Normandie,466,16.7,0,36254.986745654016,False,False
21955,Chef-Haut,44 - Grand Est,46,30.4,0,36254.97971307059,False,False
21956,Le Boulay,24 - Centre-Val de Loire,794,16.9,0,36254.952305278784,False,False
21957,Marcilly-en-Villette,24 - Centre-Val de Loire,2131,22.3,0,36254.58326034853,False,False
21958,Castelnau-sur-Gupie,75 - Nouvelle-Aquitaine,892,22.3,0,36254.578417795194,False,False
21959,Saint-Mars-la-Réorthe,52 - Pays de la Loire,988,15.5,0,36254.56468428899,False,False
21960,Ham-sur-Meuse,44 - Grand Est,235,19.3,0,36254.522358949216,False,False
21961,Les Loges,44 - Grand Est,134,10.0,0,36254.52208776467,False,False
21962,Augerans,27 - Bourgogne-Franche-Comté,179,23.0,0,36254.40329417879,False,False
21963,Primelles,24 - Centre-Val de Loire,248,16.2,0,36254.391885046534,False,False
21964,Auteuil,11 - Île-de-France,969,13.8,0,36254.38055765759,False,False
21965,Nesle-l'Hôpital,32 - Hauts-de-France,158,13.4,0,36254.251306351776,False,False
21966,Adilly,75 - Nouvelle-Aquitaine,306,18.4,0,36254.16603528351,False,False
21967,Armentières-en-Brie,11 - Île-de-France,1234,10.1,0,36254.00962103876,False,False
21968,La Chapelle-d'Aligné,52 - Pays de la Loire,1698,14.3,0,36253.964184623655,False,False
21969,Augé,75 - Nouvelle-Aquitaine,898,16.1,0,36253.92927853637,False,False
21970,Crayssac,76 - Occitanie,768,19.8,0,36253.84096408512,False,False
21971,Saint-Martin-de-la-Brasque,93 - Provence-Alpes-Côte d'Azur,832,20.4,0,36253.82404145437,False,False
21972,Saint-Jouan-de-l'Isle,53 - Bretagne,498,15.8,0,36253.672312916424,False,False
21973,Lindre-Haute,44 - Grand Est,51,30.0,0,36253.45018312833,False,False
21974,Guessling-Hémering,44 - Grand Est,922,18.0,0,36253.41369370508,False,False
21975,Vouillers,44 - Grand Est,258,13.6,0,36253.348145973774,False,False
21976,Cassen,75 - Nouvelle-Aquitaine,578,15.6,0,36253.31086743076,False,False
21977,Courgeon,28 - Normandie,369,18.7,0,36253.29993977974,False,False
21978,Revest-Saint-Martin,93 - Provence-Alpes-Côte d'Azur,87,29.4,0,36253.280756645894,False,False
21979,Vieilley,27 - Bourgogne-Franche-Comté,699,19.2,0,36253.270989586556,False,False
21980,Ruelisheim,44 - Grand Est,2307,23.6,0,36253.27068243896,False,False
21981,Cahon,32 - Hauts-de-France,202,17.8,0,36253.111939005954,False,False
21982,Sacquenay,27 - Bourgogne-Franche-Comté,286,24.3,0,36253.0750101744,False,False
21983,Guchan,76 - Occitanie,144,25.0,0,36252.974201306846,False,False
21984,Rouilly-Sacey,44 - Grand Est,385,23.4,0,36252.8289775479,False,False
21985,Saint-Max,44 - Grand Est,9984,23.3,3,36252.80896938714,False,False
21986,Caillouël-Crépigny,32 - Hauts-de-France,442,19.3,0,36252.79820825287,False,False
21987,Les Clérimois,27 - Bourgogne-Franche-Comté,299,18.9,0,36252.68186605799,False,False
21988,Saint François Longchamp,84 - Auvergne-Rhône-Alpes,545,17.8,0,36252.66215582226,False,False
21989,Bénaménil,44 - Grand Est,586,15.9,0,36252.23220204453,False,False
21990,Campagne-lès-Guines,32 - Hauts-de-France,447,15.6,0,36252.214299476414,False,False
21991,Piseux,28 - Normandie,720,17.0,0,36252.15549343872,False,False
21992,Courcelles-sous-Châtenois,44 - Grand Est,78,30.8,0,36252.14213328231,False,False
21993,Les Billaux,75 - Nouvelle-Aquitaine,1169,19.3,0,36252.11671784858,False,False
21994,Ressons-le-Long,32 - Hauts-de-France,773,18.8,0,36252.11226480497,False,False
21995,Maurecourt,11 - Île-de-France,4327,14.6,0,36252.09427904167,False,False
21996,Cherisy,24 - Centre-Val de Loire,1854,21.7,0,36252.07271906834,False,False
21997,Sainte-Austreberthe,28 - Normandie,606,13.9,0,36251.93298060733,False,False
21998,Seysses,76 - Occitanie,9322,14.4,1,36251.88453352475,False,False
21999,Pontfaverger-Moronvilliers,44 - Grand Est,1751,15.3,0,36251.8187562486,False,False
22000,Menouville,11 - Île-de-France,61,27.0,0,36251.81663507053,False,False
22001,Saint-Quentin-sur-le-Homme,28 - Normandie,1320,19.2,0,36251.735772497384,False,False
22002,Happencourt,32 - Hauts-de-France,132,14.8,0,36251.685455112,False,False
22003,Belloy,32 - Hauts-de-France,89,27.8,0,36251.57242608347,False,False
22004,Sarton,32 - Hauts-de-France,184,16.3,0,36251.566112234876,False,False
22005,Dommartin-sous-Hans,44 - Grand Est,57,30.4,0,36251.56501286695,False,False
22006,Espenel,84 - Auvergne-Rhône-Alpes,176,14.2,0,36251.51614186128,False,False
22007,Sceaux-du-Gâtinais,24 - Centre-Val de Loire,633,19.4,0,36251.209166011104,False,False
22008,Chargey-lès-Gray,27 - Bourgogne-Franche-Comté,699,20.6,0,36251.16364965588,False,False
22009,Soucia,27 - Bourgogne-Franche-Comté,182,19.8,0,36250.94226835299,False,False
22010,Praz-sur-Arly,84 - Auvergne-Rhône-Alpes,1236,20.2,0,36250.9318704665,False,False
22011,Saint-Martin-d'Écublei,28 - Normandie,646,19.0,0,36250.84390891966,False,False
22012,Zévaco,94 - Corse,57,26.9,0,36250.51966814361,False,False
22013,Lamargelle,27 - Bourgogne-Franche-Comté,162,21.2,0,36250.51558261325,False,False
22014,Villers-Brûlin,32 - Hauts-de-France,364,14.2,0,36250.461004611985,False,False
22015,Fontenay-le-Marmion,28 - Normandie,1935,15.8,0,36250.44468597942,False,False
22016,Le Favril,28 - Normandie,168,15.4,0,36249.956389314546,False,False
22017,Lorrez-le-Bocage-Préaux,11 - Île-de-France,1199,18.2,0,36249.890858783634,False,False
22018,Saint-Victor-de-Chrétienville,28 - Normandie,451,14.8,0,36249.80260157498,False,False
22019,Chaumont-sur-Tharonne,24 - Centre-Val de Loire,1076,23.2,0,36249.79216782254,False,False
22020,Izieu,84 - Auvergne-Rhône-Alpes,229,26.6,0,36249.71095087656,False,False
22021,Souilly,44 - Grand Est,460,15.9,0,36249.68008918419,False,False
22022,Houchin,32 - Hauts-de-France,716,16.9,0,36249.517942575585,False,False
22023,Mirabel,84 - Auvergne-Rhône-Alpes,685,20.8,0,36249.48519392259,False,False
22024,Soulomès,76 - Occitanie,122,29.5,0,36249.46861355557,False,False
22025,Hamblain-les-Prés,32 - Hauts-de-France,493,20.6,0,36249.462504291856,False,False
22026,Cuy,27 - Bourgogne-Franche-Comté,861,17.3,0,36249.28225052334,False,False
22027,Lesdain,32 - Hauts-de-France,426,18.4,0,36249.23981591719,False,False
22028,Arnas,84 - Auvergne-Rhône-Alpes,3847,19.6,0,36249.180445595266,False,False
22029,Milizac-Guipronvel,53 - Bretagne,4521,14.7,0,36249.05413992301,False,False
22030,Massignieu-de-Rives,84 - Auvergne-Rhône-Alpes,617,23.1,0,36248.9988380167,False,False
22031,Gorges,52 - Pays de la Loire,4752,14.6,0,36248.95277708768,False,False
22032,Sigottier,93 - Provence-Alpes-Côte d'Azur,90,29.4,0,36248.830624298236,False,False
22033,Prémanon,27 - Bourgogne-Franche-Comté,1193,9.8,0,36248.80999966347,False,False
22034,Escondeaux,76 - Occitanie,281,13.2,0,36248.6874160823,False,False
22035,Sinzos,76 - Occitanie,134,20.9,0,36248.67612342329,False,False
22036,Landrethun-lès-Ardres,32 - Hauts-de-France,760,13.7,0,36248.46441299779,False,False
22037,Violaines,32 - Hauts-de-France,3720,16.7,1,36248.39487362899,False,False
22038,Sincey-lès-Rouvray,27 - Bourgogne-Franche-Comté,99,30.1,0,36248.06907313492,False,False
22039,Coudray-au-Perche,24 - Centre-Val de Loire,349,19.1,0,36248.05280808576,False,False
22040,Cohiniac,53 - Bretagne,353,18.5,0,36248.018578970856,False,False
22041,Zegerscappel,32 - Hauts-de-France,1533,16.0,0,36247.98233678357,False,False
22042,Sermamagny,27 - Bourgogne-Franche-Comté,888,23.1,0,36247.8835429411,False,False
22043,Rozet-Saint-Albin,32 - Hauts-de-France,315,16.2,0,36247.86532405967,False,False
22044,Imling,44 - Grand Est,729,18.3,0,36247.822018707746,False,False
22045,Chezelles,24 - Centre-Val de Loire,134,19.6,0,36247.81185637351,False,False
22046,Angy,32 - Hauts-de-France,1161,20.2,0,36247.67482190132,False,False
22047,Merey,28 - Normandie,345,25.4,0,36247.66637339687,False,False
22048,Solérieux,84 - Auvergne-Rhône-Alpes,327,23.3,0,36247.50383001223,False,False
22049,Talon,27 - Bourgogne-Franche-Comté,39,30.0,0,36247.47856303162,False,False
22050,Eybouleuf,75 - Nouvelle-Aquitaine,447,15.5,0,36247.44134196488,False,False
22051,Saint-Amans,76 - Occitanie,44,29.3,0,36247.439978210205,False,False
22052,Crépon,28 - Normandie,209,25.7,0,36247.439798147076,False,False
22053,Le Fœil,53 - Bretagne,1420,16.2,0,36247.36479504762,False,False
22054,Saint-Victor-la-Coste,76 - Occitanie,2104,21.0,0,36247.27570167207,False,False
22055,Innimond,84 - Auvergne-Rhône-Alpes,88,29.2,0,36247.27345498561,False,False
22056,Troissy,44 - Grand Est,798,18.9,0,36246.99497735721,False,False
22057,Marmeaux,27 - Bourgogne-Franche-Comté,90,30.1,0,36246.98225126699,False,False
22058,Hatten,44 - Grand Est,1919,20.9,0,36246.84451565238,False,False
22059,Leulinghen-Bernes,32 - Hauts-de-France,484,14.5,0,36246.83921002003,False,False
22060,La Rouvière,76 - Occitanie,613,16.4,0,36246.829104985256,False,False
22061,Yèvre-la-Ville,24 - Centre-Val de Loire,699,25.7,0,36246.73494811492,False,False
22062,Germolles-sur-Grosne,27 - Bourgogne-Franche-Comté,126,18.3,0,36246.66310410499,False,False
22063,Roussillon,93 - Provence-Alpes-Côte d'Azur,1303,21.0,1,36246.653415965,False,False
22064,Alembon,32 - Hauts-de-France,627,13.3,0,36246.65331853528,False,False
22065,Saint-Aubin-en-Bray,32 - Hauts-de-France,1153,14.5,0,36246.453486656064,False,False
22066,Boô-Silhen,76 - Occitanie,315,21.3,0,36246.434808160026,False,False
22067,La Vergenne,27 - Bourgogne-Franche-Comté,114,15.8,0,36246.392525213894,False,False
22068,Janville-sur-Juine,11 - Île-de-France,1965,17.0,0,36246.3890703364,False,False
22069,Neyron,84 - Auvergne-Rhône-Alpes,2549,17.4,0,36246.37417634704,False,False
22070,Sainte-Radegonde,75 - Nouvelle-Aquitaine,62,29.7,0,36246.23556382155,False,False
22071,Lespesses,32 - Hauts-de-France,405,22.5,0,36246.1320111157,False,False
22072,Cravanche,27 - Bourgogne-Franche-Comté,1959,22.4,0,36246.129149138775,False,False
22073,Lieuvillers,32 - Hauts-de-France,706,21.8,0,36246.11920942032,False,False
22074,Aroffe,44 - Grand Est,83,30.3,0,36246.10327414292,False,False
22075,Ouroux-sur-Saône,27 - Bourgogne-Franche-Comté,3073,20.0,1,36246.06948456024,False,False
22076,Saint-Vallier-de-Thiey,93 - Provence-Alpes-Côte d'Azur,3597,14.8,0,36245.967229893875,False,False
22077,Andert-et-Condon,84 - Auvergne-Rhône-Alpes,324,27.5,0,36245.92617679656,False,False
22078,Peyrun,76 - Occitanie,89,29.6,0,36245.88173230893,False,False
22079,Alsting,44 - Grand Est,2562,23.0,0,36245.87970345624,False,False
22080,Printzheim,44 - Grand Est,203,18.7,0,36245.74283065512,False,False
22081,Saint-Privé,27 - Bourgogne-Franche-Comté,90,29.2,0,36245.673558926035,False,False
22082,Morsbronn-les-Bains,44 - Grand Est,689,23.4,0,36245.64211330086,False,False
22083,Bouilhonnac,76 - Occitanie,222,28.4,0,36245.58779597036,False,False
22084,Golfech,76 - Occitanie,1009,12.8,0,36245.52128073832,False,False
22085,Saint-Julien-de-l'Herms,84 - Auvergne-Rhône-Alpes,149,19.7,0,36245.49603926579,False,False
22086,Blesme,44 - Grand Est,208,15.8,0,36245.47873960795,False,False
22087,Les Corvées-les-Yys,24 - Centre-Val de Loire,317,17.9,0,36245.44356807382,False,False
22088,Trélans,76 - Occitanie,91,29.3,0,36245.39953694501,False,False
22089,Carrère,75 - Nouvelle-Aquitaine,215,17.2,0,36245.29039034838,False,False
22090,Autrepierre,44 - Grand Est,83,30.1,0,36245.28235280023,False,False
22091,Champagne,84 - Auvergne-Rhône-Alpes,583,18.0,0,36245.21443240771,False,False
22092,Rubelles,11 - Île-de-France,2554,21.2,0,36245.169955876205,False,False
22093,Le Vaudioux,27 - Bourgogne-Franche-Comté,174,19.3,0,36245.10782558582,False,False
22094,Vimont,28 - Normandie,781,15.4,0,36245.09842910841,False,False
