commune,region,population,part_65_plus_pct,densite_hab_km2,revenu_median_uc,loyer_m2,nb_audioprothesistes_2022,hab_par_audio,nb_orl_liberaux_2022,region_code,code_insee
Saint-Martial-de-Mirambeau,75 - Nouvelle-Aquitaine,284,25.3,31.28,18110.0,8.3,0,284.0,0,75,17362
Bars,75 - Nouvelle-Aquitaine,242,26.0,10.72,17540.0,7.7,0,242.0,0,75,24025
Courcelles-sur-Viosne,11 - Île-de-France,278,16.1,77.01,27190.0,14.8,0,278.0,0,11,95181
Albestroff,44 - Grand Est,641,23.4,33.21,21090.0,6.9,0,641.0,0,44,57011
Charmes-sur-Rhône,84 - Auvergne-Rhône-Alpes,2954,19.0,496.47,22750.0,10.0,0,2954.0,0,84,07055
Le Heaulme,11 - Île-de-France,208,17.5,106.12,26030.0,13.3,0,208.0,0,11,95303
Baugy,32 - Hauts-de-France,253,21.0,35.29,22430.0,11.3,0,253.0,0,32,60048
Les Aires,76 - Occitanie,602,23.8,29.31,19700.0,8.7,0,602.0,0,76,34008
Craonnelle,32 - Hauts-de-France,116,21.1,19.63,23810.0,8.5,0,116.0,0,32,02235
Laigné-en-Belin,52 - Pays de la Loire,2331,20.9,183.25,22580.0,7.5,0,2331.0,0,52,72155
Clarensac,76 - Occitanie,4236,18.8,292.34,23860.0,11.4,1,2118.0,0,76,30082
Obenheim,44 - Grand Est,1338,18.8,167.46,24690.0,10.5,0,1338.0,0,44,67338
Montgenost,44 - Grand Est,154,20.4,18.33,25070.0,7.8,0,154.0,0,44,51376
Schiltigheim,44 - Grand Est,33069,15.0,4334.08,18300.0,12.3,6,4724.142857142857,4,44,67447
Groissiat,84 - Auvergne-Rhône-Alpes,1235,19.7,195.41,24280.0,8.9,0,1235.0,0,84,01181
La Chapelle-aux-Naux,24 - Centre-Val de Loire,570,21.4,108.57,22180.0,9.9,0,570.0,0,24,37056
Monassut-Audiracq,75 - Nouvelle-Aquitaine,362,22.0,36.49,22080.0,9.1,0,362.0,0,75,64389
Marac,44 - Grand Est,215,21.6,9.81,23920.0,6.8,0,215.0,0,44,52307
Val-Cenis,84 - Auvergne-Rhône-Alpes,2061,20.8,5.05,23110.0,7.9,0,2061.0,0,84,73290
Marange-Silvange,44 - Grand Est,6319,16.9,414.63,22790.0,11.0,0,6319.0,0,44,57443
Aubignosc,93 - Provence-Alpes-Côte d'Azur,599,21.5,40.64,22470.0,9.3,0,599.0,0,93,04013
Condren,32 - Hauts-de-France,706,22.7,126.52,20830.0,8.8,0,706.0,0,32,02212
Calenzana,94 - Corse,2401,21.8,13.14,19720.0,11.5,0,2401.0,0,94,2B049
Rozoy-sur-Serre,32 - Hauts-de-France,1001,26.0,60.56,16910.0,7.6,0,1001.0,0,32,02666
Épernay,44 - Grand Est,22330,21.8,984.13,19380.0,9.6,5,3721.6666666666665,1,44,51230
Saint-Mihiel,44 - Grand Est,4074,24.9,123.45,18300.0,6.9,1,2037.0,0,44,55463
Asco,94 - Corse,117,38.3,0.95,,9.9,0,117.0,0,94,2B023
Allichamps,44 - Grand Est,351,23.9,128.1,20010.0,7.7,0,351.0,0,44,52006
Landéan,53 - Bretagne,1194,23.9,43.72,20320.0,6.2,0,1194.0,0,53,35142
Féniers,75 - Nouvelle-Aquitaine,94,39.4,6.56,,6.9,0,94.0,0,75,23080
Vaudreching,44 - Grand Est,518,22.0,110.45,22040.0,8.6,0,518.0,0,44,57700
Le May-sur-Èvre,52 - Pays de la Loire,3812,21.3,120.56,20740.0,8.2,0,3812.0,0,52,49193
Fouday,44 - Grand Est,335,22.4,163.41,22010.0,7.6,0,335.0,0,44,67144
Coray,53 - Bretagne,1893,22.4,60.36,20850.0,8.1,0,1893.0,0,53,29041
Grancey-le-Château-Neuvelle,27 - Bourgogne-Franche-Comté,254,23.1,9.22,21520.0,7.5,0,254.0,0,27,21304
Varangéville,44 - Grand Est,3608,20.5,299.67,21070.0,9.2,0,3608.0,0,44,54549
Les Angles,76 - Occitanie,558,24.6,12.92,20300.0,10.4,5,93.0,1,76,
Bertrichamps,44 - Grand Est,1094,23.1,55.65,20550.0,8.0,0,1094.0,0,44,54065
La Celle-sur-Loire,27 - Bourgogne-Franche-Comté,819,24.0,38.69,20020.0,7.1,0,819.0,0,27,58044
Saint-Étienne-de-Saint-Geoirs,84 - Auvergne-Rhône-Alpes,3226,20.5,173.25,21480.0,9.5,0,3226.0,0,84,38384
Bartrès,76 - Occitanie,527,21.1,72.09,22730.0,9.8,0,527.0,0,76,65070
Juvigné,52 - Pays de la Loire,1463,24.7,23.54,19080.0,6.2,0,1463.0,0,52,53123
Montélimar,84 - Auvergne-Rhône-Alpes,39415,21.3,842.02,19800.0,10.9,8,4379.444444444444,3,84,26198
Vic-des-Prés,27 - Bourgogne-Franche-Comté,118,23.1,13.18,21060.0,8.6,0,118.0,0,27,21677
Coulonges,75 - Nouvelle-Aquitaine,235,25.6,12.81,18300.0,7.2,0,235.0,0,75,
Ernemont-la-Villette,28 - Normandie,185,20.6,24.8,22920.0,11.5,0,185.0,0,28,76242
Martin-Église,28 - Normandie,1600,20.2,167.01,22940.0,9.8,0,1600.0,0,28,76414
Pardies-Piétat,75 - Nouvelle-Aquitaine,454,20.3,60.78,24130.0,9.3,0,454.0,0,75,64444
Saint-Étienne-à-Arnes,44 - Grand Est,243,22.2,8.22,22190.0,8.6,0,243.0,0,44,08379
Roppe,27 - Bourgogne-Franche-Comté,1042,19.4,140.24,24880.0,9.0,0,1042.0,0,27,90087
Curgies,32 - Hauts-de-France,1278,18.1,210.2,25560.0,10.5,0,1278.0,0,32,59166
Chérac,75 - Nouvelle-Aquitaine,1113,21.9,37.25,21840.0,8.7,0,1113.0,0,75,17100
Flamanville,28 - Normandie,1766,21.6,244.6,20610.0,10.1,0,1766.0,0,28,
Saint-Paul-en-Gâtine,75 - Nouvelle-Aquitaine,447,25.0,29.04,19110.0,6.8,0,447.0,0,75,79286
Vergèze,76 - Occitanie,5243,19.1,516.04,22210.0,12.1,1,2621.5,0,76,30344
Vauclaix,27 - Bourgogne-Franche-Comté,135,23.9,9.38,20370.0,7.8,0,135.0,0,27,58305
Durningen,44 - Grand Est,644,16.7,160.2,27970.0,10.6,0,644.0,0,44,67109
Uchaud,76 - Occitanie,4345,19.4,493.75,20380.0,11.6,0,4345.0,0,76,30333
Eurville-Bienville,44 - Grand Est,2035,22.8,98.17,20060.0,8.2,0,2035.0,0,44,52194
Puybegon,76 - Occitanie,642,21.6,33.77,22200.0,9.5,0,642.0,0,76,81215
Fontaine-Raoul,24 - Centre-Val de Loire,232,23.7,10.59,20860.0,7.2,0,232.0,0,24,41088
Neuvy-le-Barrois,24 - Centre-Val de Loire,135,22.5,3.22,22760.0,6.8,0,135.0,0,24,18164
Le Marin,02 - Martinique,8771,19.7,278.09,16520.0,13.0,0,8771.0,0,02,97217
Floirac,75 - Nouvelle-Aquitaine,17882,16.7,2062.51,19300.0,11.9,2,5960.666666666667,2,75,
Crasville-la-Rocquefort,28 - Normandie,211,23.7,40.5,19720.0,9.4,0,211.0,0,28,76190
Pontcarré,11 - Île-de-France,2219,14.4,234.57,27470.0,15.2,0,2219.0,0,11,77374
Eyres-Moncube,75 - Nouvelle-Aquitaine,360,21.7,29.53,22770.0,8.5,0,360.0,0,75,40098
Saussens,76 - Occitanie,208,18.7,68.87,26190.0,9.8,0,208.0,0,76,31534
Villelongue-de-la-Salanque,76 - Occitanie,3251,20.8,450.9,19930.0,10.5,0,3251.0,0,76,66224
Rouhling,44 - Grand Est,2033,20.9,337.71,21730.0,8.9,0,2033.0,0,44,57598
Amage,27 - Bourgogne-Franche-Comté,328,23.0,50.15,21340.0,7.8,0,328.0,0,27,70011
Thénisy,11 - Île-de-France,293,18.6,54.56,25750.0,10.9,0,293.0,0,11,77461
Quesnoy-sur-Airaines,32 - Hauts-de-France,434,23.3,26.89,20220.0,9.2,0,434.0,0,32,80655
Lairoux,52 - Pays de la Loire,620,22.7,47.01,20450.0,10.0,0,620.0,0,52,85117
Saint-Vallier,84 - Auvergne-Rhône-Alpes,3937,24.0,726.38,17790.0,7.7,1,1968.5,0,84,26333
Angoisse,75 - Nouvelle-Aquitaine,592,24.7,25.59,18960.0,7.7,0,592.0,0,75,24008
Lafresguimont-Saint-Martin,32 - Hauts-de-France,549,21.5,20.69,22570.0,9.2,0,549.0,0,32,80456
Saint-Caradec,53 - Bretagne,1117,23.1,50.91,20720.0,7.6,0,1117.0,0,53,22279
Blavignac,76 - Occitanie,261,24.0,18.87,20060.0,7.9,0,261.0,0,76,48026
Pleudaniel,53 - Bretagne,932,23.5,50.6,20120.0,8.0,0,932.0,0,53,22196
Saint-Maurice-des-Noues,52 - Pays de la Loire,641,24.4,29.93,19760.0,6.8,0,641.0,0,52,85251
Dambach-la-Ville,44 - Grand Est,2216,18.8,76.86,24410.0,10.1,0,2216.0,0,44,67084
Virac,76 - Occitanie,238,24.4,20.8,19040.0,8.9,0,238.0,0,76,81322
Souancé-au-Perche,24 - Centre-Val de Loire,527,22.6,27.82,21530.0,8.3,0,527.0,0,24,28378
Avolsheim,44 - Grand Est,738,18.5,403.28,24870.0,10.7,0,738.0,0,44,67016
Avesnes-sur-Helpe,32 - Hauts-de-France,4345,22.0,1880.95,15140.0,8.8,0,4345.0,0,32,59036
Chambord,28 - Normandie,170,24.7,11.63,18950.0,8.4,0,170.0,0,28,27139
Maltat,27 - Bourgogne-Franche-Comté,283,25.4,9.03,18670.0,6.9,0,283.0,0,27,71273
La Chomette,84 - Auvergne-Rhône-Alpes,154,25.3,22.32,18770.0,7.1,0,154.0,0,84,43072
Locquignol,32 - Hauts-de-France,350,21.9,3.59,22160.0,9.3,0,350.0,0,32,59353
Cerisy-la-Forêt,28 - Normandie,1031,23.5,43.3,20650.0,6.8,0,1031.0,0,28,50110
Mamirolle,27 - Bourgogne-Franche-Comté,1776,19.8,154.57,23750.0,9.0,0,1776.0,0,27,25364
Montastruc,76 - Occitanie,298,22.2,63.81,22250.0,8.1,0,298.0,0,76,
Sarralbe,44 - Grand Est,4520,21.0,165.63,20440.0,8.3,0,4520.0,0,44,57628
Le Chautay,24 - Centre-Val de Loire,280,24.3,19.0,19830.0,7.5,0,280.0,0,24,18062
Fleuriel,84 - Auvergne-Rhône-Alpes,338,24.1,12.05,20220.0,7.2,0,338.0,0,84,03115
Nouvion-le-Comte,32 - Hauts-de-France,247,22.0,30.95,22380.0,8.6,0,247.0,0,32,02560
Moisenay,11 - Île-de-France,1383,14.3,158.6,29160.0,13.6,0,1383.0,0,11,77295
Le Vigen,75 - Nouvelle-Aquitaine,2201,20.1,74.58,23750.0,7.9,0,2201.0,0,75,87205
Noyers-sur-Jabron,93 - Provence-Alpes-Côte d'Azur,524,22.9,9.26,21160.0,8.3,0,524.0,0,93,04139
Fessy,84 - Auvergne-Rhône-Alpes,954,12.6,111.84,32310.0,12.7,0,954.0,0,84,74126
Rodemack,44 - Grand Est,1249,10.5,125.4,35580.0,11.3,0,1249.0,0,44,57588
Saint-Révérend,52 - Pays de la Loire,1445,22.1,91.34,20440.0,10.2,0,1445.0,0,52,85268
Arvière-en-Valromey,84 - Auvergne-Rhône-Alpes,709,22.0,17.3,21970.0,8.8,0,709.0,0,84,
Galgon,75 - Nouvelle-Aquitaine,3001,20.7,197.69,21140.0,9.8,0,3001.0,0,75,33179
Saint-Symphorien-de-Lay,84 - Auvergne-Rhône-Alpes,1896,22.8,56.48,20870.0,6.9,0,1896.0,0,84,42289
Galiax,76 - Occitanie,168,25.3,27.77,18440.0,7.7,0,168.0,0,76,32136
Saint-Gladie-Arrive-Munein,75 - Nouvelle-Aquitaine,199,22.2,30.47,22140.0,8.6,0,199.0,0,75,64480
Heuqueville,28 - Normandie,360,20.7,46.33,22970.0,10.7,0,360.0,0,28,
Domnom-lès-Dieuze,44 - Grand Est,79,39.0,11.92,,7.9,0,79.0,0,44,57181
Saint-Sornin-la-Marche,75 - Nouvelle-Aquitaine,250,26.2,10.25,17700.0,6.7,0,250.0,0,75,87179
Souleuvre en Bocage,28 - Normandie,8899,18.7,47.52,20380.0,8.7,0,8899.0,0,28,14061
Marcollin,84 - Auvergne-Rhône-Alpes,658,23.7,61.55,19960.0,8.1,0,658.0,0,84,38219
Azay-sur-Cher,24 - Centre-Val de Loire,3090,18.3,135.23,24490.0,9.7,0,3090.0,0,24,37015
Montagne,84 - Auvergne-Rhône-Alpes,267,22.8,30.41,21330.0,8.5,0,267.0,0,84,38245
Vallangoujard,11 - Île-de-France,605,14.0,79.61,29710.0,14.8,0,605.0,0,11,95627
Villetaneuse,11 - Île-de-France,13557,11.8,5868.83,15330.0,15.3,1,6778.5,0,11,93079
Cerdon,24 - Centre-Val de Loire,938,23.4,13.99,20210.0,8.2,0,938.0,0,24,45063
Saint-Dos,75 - Nouvelle-Aquitaine,158,23.8,85.87,20280.0,7.8,0,158.0,0,75,64474
Banassac-Canilhac,76 - Occitanie,1056,21.7,42.79,22100.0,8.7,0,1056.0,0,76,48017
Vauchassis,44 - Grand Est,501,20.6,20.73,23790.0,9.2,0,501.0,0,44,10396
Renage,84 - Auvergne-Rhône-Alpes,3487,19.4,689.13,21570.0,9.5,0,3487.0,0,84,38332
Réguiny,53 - Bretagne,1978,22.8,70.85,20520.0,7.4,0,1978.0,0,53,56190
Saint-Justin,76 - Occitanie,128,27.9,9.71,15050.0,7.6,0,128.0,0,76,32383
La Trinité-de-Thouberville,28 - Normandie,427,18.5,128.23,25690.0,10.7,0,427.0,0,28,27661
Bressuire,75 - Nouvelle-Aquitaine,19733,20.6,109.27,20380.0,8.3,2,6577.666666666667,0,75,79049
Blingel,32 - Hauts-de-France,163,22.9,51.42,21020.0,8.9,0,163.0,0,32,62142
Blacy,27 - Bourgogne-Franche-Comté,102,21.7,11.26,23460.0,7.5,0,102.0,0,27,89043
Sainte-Opportune-la-Mare,28 - Normandie,438,21.0,40.22,22710.0,10.3,0,438.0,0,28,27577
Monties,76 - Occitanie,79,39.0,7.49,,7.9,0,79.0,0,76,32287
Ségrie,52 - Pays de la Loire,607,23.2,27.6,21130.0,7.3,0,607.0,0,52,72332
Bonnac,84 - Auvergne-Rhône-Alpes,164,24.4,7.26,20230.0,6.6,0,164.0,0,84,15022
Villemeux-sur-Eure,24 - Centre-Val de Loire,1665,19.6,89.56,23630.0,10.2,0,1665.0,0,24,28415
Charbonnier-les-Mines,84 - Auvergne-Rhône-Alpes,899,23.4,267.56,19910.0,7.7,0,899.0,0,84,63091
Le Val d'Ocre,27 - Bourgogne-Franche-Comté,560,22.7,19.0,21460.0,8.1,0,560.0,0,27,89334
Molay,27 - Bourgogne-Franche-Comté,499,22.7,78.21,21520.0,7.8,0,499.0,0,27,
Millières,28 - Normandie,788,24.1,38.88,19560.0,7.7,0,788.0,0,28,50328
Cheny,27 - Bourgogne-Franche-Comté,2424,22.8,249.38,19440.0,8.1,0,2424.0,0,27,89099
Chapelle-des-Bois,27 - Bourgogne-Franche-Comté,254,20.4,6.4,24560.0,8.6,0,254.0,0,27,25121
Aroue-Ithorots-Olhaïby,75 - Nouvelle-Aquitaine,236,23.7,13.22,20410.0,8.0,0,236.0,0,75,64049
Sauveterre-Saint-Denis,75 - Nouvelle-Aquitaine,387,23.7,46.91,19780.0,8.9,0,387.0,0,75,47293
Château-Ville-Vieille,93 - Provence-Alpes-Côte d'Azur,332,23.0,4.96,20560.0,9.5,0,332.0,0,93,05038
Brens,76 - Occitanie,2313,20.4,101.49,22390.0,9.5,0,2313.0,0,76,81038
Ordan-Larroque,76 - Occitanie,905,20.4,21.22,23650.0,9.4,0,905.0,0,76,32301
Marbache,44 - Grand Est,1694,20.8,159.36,22370.0,9.1,0,1694.0,0,44,54351
Châteaudun,24 - Centre-Val de Loire,13078,24.0,459.2,18640.0,8.9,4,2615.6,0,24,28088
Villes-sur-Auzon,93 - Provence-Alpes-Côte d'Azur,1282,23.6,47.34,19100.0,9.2,0,1282.0,0,93,84148
Saint-Aubin-le-Cauf,28 - Normandie,850,21.1,84.08,22650.0,9.3,0,850.0,0,28,76562
Leffincourt,44 - Grand Est,189,21.4,10.49,23240.0,8.6,0,189.0,0,44,08250
Montreuil,24 - Centre-Val de Loire,508,19.6,81.8,25730.0,12.6,5,84.66666666666667,1,24,28267
Longueau,32 - Hauts-de-France,5693,18.8,1664.62,20160.0,11.4,1,2846.5,0,32,80489
Mascaraàs-Haron,75 - Nouvelle-Aquitaine,126,23.4,14.38,20830.0,8.1,0,126.0,0,75,64366
Tréfumel,53 - Bretagne,272,23.2,46.82,20820.0,8.3,0,272.0,0,53,22352
Garrigues-Sainte-Eulalie,76 - Occitanie,729,20.3,72.9,23490.0,10.0,0,729.0,0,76,30126
Saint-Sauveur-en-Rue,84 - Auvergne-Rhône-Alpes,1091,23.6,36.05,20590.0,6.5,0,1091.0,0,84,42287
Francheville,84 - Auvergne-Rhône-Alpes,14656,13.3,1791.69,26710.0,13.1,3,3664.0,0,84,69089
Verquin,32 - Hauts-de-France,3476,20.1,939.46,19900.0,9.8,0,3476.0,0,32,62848
Livron-sur-Drôme,84 - Auvergne-Rhône-Alpes,9149,20.1,231.5,21010.0,10.0,1,4574.5,0,84,26165
La Roquette-sur-Var,93 - Provence-Alpes-Côte d'Azur,945,19.3,236.84,22730.0,13.2,0,945.0,0,93,06109
Stattmatten,44 - Grand Est,724,18.6,184.22,24790.0,11.5,0,724.0,0,44,67476
Courtemont-Varennes,32 - Hauts-de-France,337,23.3,56.35,19970.0,9.6,0,337.0,0,32,02228
Racines,44 - Grand Est,167,24.9,22.27,18510.0,8.6,0,167.0,0,44,10312
Carbini,94 - Corse,108,37.5,6.56,,11.9,0,108.0,0,94,2A061
Roy-Boissy,32 - Hauts-de-France,313,21.3,28.56,22790.0,9.5,0,313.0,0,32,60557
Courtoin,27 - Bourgogne-Franche-Comté,34,38.2,5.53,,10.1,0,34.0,0,27,89126
Renescure,32 - Hauts-de-France,2100,21.1,110.94,21710.0,9.2,0,2100.0,0,32,59497
Raddon-et-Chapendu,27 - Bourgogne-Franche-Comté,846,23.8,67.68,19930.0,7.5,0,846.0,0,27,70435
Saint-Bris-des-Bois,75 - Nouvelle-Aquitaine,387,22.7,42.72,21160.0,8.8,0,387.0,0,75,17313
Larivière-Arnoncourt,44 - Grand Est,119,24.4,5.86,19890.0,7.3,0,119.0,0,44,52273
Cabariot,75 - Nouvelle-Aquitaine,1364,22.0,90.21,21180.0,9.0,0,1364.0,0,75,17075
Saint-Pierre-d'Eyraud,75 - Nouvelle-Aquitaine,1807,22.7,69.07,19960.0,9.0,0,1807.0,0,75,24487
Taden,53 - Bretagne,2504,20.4,124.39,22570.0,8.0,0,2504.0,1,53,22339
Marolles-lès-Bailly,44 - Grand Est,109,22.3,24.77,22730.0,7.2,0,109.0,0,44,10226
Orches,75 - Nouvelle-Aquitaine,394,24.0,20.5,20390.0,6.9,0,394.0,0,75,86182
Paillart,32 - Hauts-de-France,578,22.3,40.76,20920.0,10.1,0,578.0,0,32,60486
Saint-Nizier-du-Moucherotte,84 - Auvergne-Rhône-Alpes,1092,14.3,96.98,30050.0,12.4,0,1092.0,0,84,38433
Le Gua,84 - Auvergne-Rhône-Alpes,1793,18.5,62.96,25140.0,10.0,0,1793.0,0,84,38187
Saint-Léger-du-Ventoux,93 - Provence-Alpes-Côte d'Azur,33,38.2,1.71,,10.1,0,33.0,0,93,84110
Chambon-sur-Lac,84 - Auvergne-Rhône-Alpes,417,22.0,8.89,22150.0,8.8,0,417.0,0,84,63077
Guitrancourt,11 - Île-de-France,619,16.6,84.56,27030.0,13.0,0,619.0,0,11,78296
Chuignolles,32 - Hauts-de-France,153,23.0,31.48,20700.0,9.3,0,153.0,0,32,80195
Comps,76 - Occitanie,1777,21.5,206.63,20740.0,10.1,0,1777.0,0,76,30089
Bainville-aux-Miroirs,44 - Grand Est,290,22.8,42.9,20990.0,9.0,0,290.0,0,44,54042
Saint-Hernin,53 - Bretagne,757,24.8,25.84,18930.0,7.1,0,757.0,0,53,29250
Meillerie,84 - Auvergne-Rhône-Alpes,312,14.1,79.8,29150.0,16.0,0,312.0,0,84,74175
Fère-Champenoise,44 - Grand Est,2152,22.7,32.66,20520.0,7.5,0,2152.0,0,44,51248
Lacapelle-Barrès,84 - Auvergne-Rhône-Alpes,58,39.6,9.21,,6.2,0,58.0,0,84,15086
Moussages,84 - Auvergne-Rhône-Alpes,272,24.1,14.29,20350.0,6.9,0,272.0,0,84,15137
Cairon,28 - Normandie,2007,15.4,339.59,28580.0,9.9,0,2007.0,0,28,14123
Puy-Saint-André,93 - Provence-Alpes-Côte d'Azur,457,21.5,29.73,22150.0,10.0,0,457.0,0,93,05107
Isches,44 - Grand Est,169,24.1,12.43,20330.0,7.1,0,169.0,0,44,88248
Saasenheim,44 - Grand Est,595,19.8,76.28,24230.0,10.0,0,595.0,0,44,67422
Signy-le-Petit,44 - Grand Est,1218,25.1,31.46,18070.0,7.3,0,1218.0,0,44,08420
Broye,27 - Bourgogne-Franche-Comté,759,22.7,26.73,21500.0,7.6,0,759.0,0,27,71063
Dommartin-Lettrée,44 - Grand Est,154,21.7,4.71,22550.0,9.2,0,154.0,0,44,51212
Bellancourt,32 - Hauts-de-France,512,19.3,85.62,25040.0,9.8,0,512.0,0,32,80078
Frémontiers,32 - Hauts-de-France,156,22.9,12.1,20520.0,10.0,0,156.0,0,32,80352
Villevallier,27 - Bourgogne-Franche-Comté,420,23.2,50.18,20330.0,9.0,0,420.0,0,27,89468
Cunac,76 - Occitanie,1575,20.3,246.87,22650.0,9.6,0,1575.0,0,76,81074
Cresserons,28 - Normandie,1132,17.5,315.32,25850.0,11.1,0,1132.0,0,28,14197
Cuqueron,75 - Nouvelle-Aquitaine,187,19.3,53.74,25050.0,10.4,0,187.0,0,75,64197
Dun,76 - Occitanie,611,24.1,14.75,19400.0,8.3,0,611.0,0,76,09107
Anneyron,84 - Auvergne-Rhône-Alpes,4047,21.4,111.7,22000.0,8.8,1,2023.5,0,84,26010
Tartigny,32 - Hauts-de-France,266,21.6,38.11,21930.0,10.4,0,266.0,0,32,60627
Saint-Jean-d'Hérans,84 - Auvergne-Rhône-Alpes,286,22.2,16.36,22290.0,8.1,0,286.0,0,84,38403
La Ferté-Alais,11 - Île-de-France,3730,16.6,819.78,25420.0,13.9,2,1243.3333333333333,0,11,91232
Adon,24 - Centre-Val de Loire,211,21.8,8.56,22900.0,8.1,0,211.0,0,24,45001
Riespach,44 - Grand Est,635,17.0,83.88,27550.0,10.8,0,635.0,0,44,68273
Commensacq,75 - Nouvelle-Aquitaine,425,22.8,5.97,20760.0,9.4,0,425.0,0,75,40085
Broût-Vernet,84 - Auvergne-Rhône-Alpes,1180,22.9,37.21,20100.0,9.2,0,1180.0,0,84,03043
Orthevielle,75 - Nouvelle-Aquitaine,961,22.6,68.94,20840.0,8.7,0,961.0,0,75,40212
Saint-Maurice-Colombier,27 - Bourgogne-Franche-Comté,907,21.3,68.25,22680.0,8.6,0,907.0,0,27,25524
Meistratzheim,44 - Grand Est,1500,18.3,117.0,24990.0,11.0,0,1500.0,0,44,67286
Couternon,27 - Bourgogne-Franche-Comté,1892,16.2,277.83,27760.0,9.8,0,1892.0,0,27,21209
Struth,44 - Grand Est,243,22.8,58.98,20970.0,9.0,0,243.0,0,44,67483
Lixing-lès-Saint-Avold,44 - Grand Est,673,22.0,106.49,22660.0,6.9,0,673.0,0,44,57409
Précilhon,75 - Nouvelle-Aquitaine,411,21.5,64.32,22880.0,8.4,0,411.0,0,75,64460
Châtelneuf,27 - Bourgogne-Franche-Comté,134,21.4,10.31,23240.0,8.6,0,134.0,0,27,39120
Morlanne,75 - Nouvelle-Aquitaine,602,22.6,46.52,21200.0,8.6,0,602.0,0,75,64406
Cauroy,44 - Grand Est,190,21.1,10.88,23600.0,8.6,0,190.0,0,44,08092
Jonval,44 - Grand Est,101,25.8,39.92,17320.0,8.5,0,101.0,0,44,08238
Saint-Sulpice-en-Pareds,52 - Pays de la Loire,434,24.7,32.56,18770.0,8.1,0,434.0,0,52,85271
Pradiers,84 - Auvergne-Rhône-Alpes,88,39.1,3.73,,7.5,0,88.0,0,84,15155
Clermont-Ferrand,84 - Auvergne-Rhône-Alpes,146734,16.7,3438.81,19460.0,11.2,17,8151.888888888889,5,84,63113
Saint-Barthélemy-Grozon,84 - Auvergne-Rhône-Alpes,502,24.5,25.88,19100.0,7.9,0,502.0,0,84,07216
Cussac-sur-Loire,84 - Auvergne-Rhône-Alpes,1690,21.7,164.56,22130.0,7.0,0,1690.0,0,84,43084
Condé-sur-Sarthe,28 - Normandie,2478,21.5,292.91,22180.0,8.5,1,1239.0,0,28,61117
Mouzieys-Panens,76 - Occitanie,237,24.6,18.05,18930.0,8.4,0,237.0,0,76,81191
Saint-Julien-en-Quint,84 - Auvergne-Rhône-Alpes,152,26.8,3.21,16360.0,7.8,0,152.0,0,84,26308
Messimy-sur-Saône,84 - Auvergne-Rhône-Alpes,1239,18.4,208.24,25620.0,9.4,0,1239.0,0,84,01243
Urbise,84 - Auvergne-Rhône-Alpes,127,25.8,8.19,18500.0,6.2,0,127.0,0,84,42317
Adast,76 - Occitanie,295,21.9,280.95,21240.0,9.8,0,295.0,0,76,65001
Brillon,32 - Hauts-de-France,754,18.2,262.72,25530.0,10.6,0,754.0,0,32,59109
Balloy,11 - Île-de-France,329,20.5,24.89,23130.0,10.9,0,329.0,0,11,77019
Amiens,32 - Hauts-de-France,133891,14.9,2707.06,18550.0,12.1,12,10299.307692307691,7,32,80021
Chapelle-Guillaume,24 - Centre-Val de Loire,185,24.5,9.32,19710.0,7.2,0,185.0,0,24,28078
Donchery,44 - Grand Est,2029,23.0,74.16,19590.0,8.5,0,2029.0,0,44,08142
Thenailles,32 - Hauts-de-France,220,24.0,13.39,20100.0,7.7,0,220.0,0,32,02740
Gétigné,52 - Pays de la Loire,3691,19.4,153.98,22590.0,9.4,0,3691.0,0,52,44063
La Croix-aux-Bois,44 - Grand Est,149,26.8,25.82,16550.0,7.3,0,149.0,0,44,08135
Saint-Alban,76 - Occitanie,6183,15.6,1451.41,22380.0,10.6,0,6183.0,0,76,31467
Cherbonnières,75 - Nouvelle-Aquitaine,333,24.9,20.08,18640.0,8.0,0,333.0,0,75,17101
Carnin,32 - Hauts-de-France,1024,18.2,439.48,24830.0,10.8,0,1024.0,0,32,59133
Vrigny,44 - Grand Est,237,18.0,53.14,27330.0,9.2,0,237.0,0,44,51657
Villegailhenc,76 - Occitanie,1709,22.8,357.53,19600.0,8.2,0,1709.0,0,76,11425
Puiseux-en-France,11 - Île-de-France,3543,14.2,693.35,25380.0,15.7,0,3543.0,0,11,95509
Gellin,27 - Bourgogne-Franche-Comté,246,13.4,50.51,32780.0,10.7,0,246.0,0,27,25263
Saint-Arroumex,76 - Occitanie,149,23.5,15.47,20270.0,8.8,0,149.0,0,76,82156
Autignac,76 - Occitanie,912,23.0,78.96,20290.0,8.7,0,912.0,0,76,34018
Beuvry-la-Forêt,32 - Hauts-de-France,2761,18.4,220.53,23970.0,10.4,0,2761.0,0,32,59080
Le Val-d'Esnoms,44 - Grand Est,397,23.8,12.22,20430.0,7.3,0,397.0,0,44,52189
Puy-Saint-Martin,84 - Auvergne-Rhône-Alpes,886,20.9,76.05,22450.0,10.1,0,886.0,0,84,26258
Nailly,27 - Bourgogne-Franche-Comté,1317,20.4,60.94,22840.0,10.1,0,1317.0,0,27,89274
Le Cergne,84 - Auvergne-Rhône-Alpes,632,21.7,106.58,22870.0,7.3,0,632.0,0,84,42033
Mussig,44 - Grand Est,1168,18.9,99.57,24930.0,10.0,0,1168.0,0,44,67310
Capinghem,32 - Hauts-de-France,2565,15.4,1379.03,24420.0,12.7,0,2565.0,0,32,59128
